latin_word,rune_word,rune_indices,weight
AND,ᚪᚾᛞ,24 9 23,1.0
THAT,ᚦᚪᛏ,2 24 16,1.0
FOR,ᚠᚩᚱ,0 3 4,1.0
WITH,ᚹᛁᚦ,7 10 2,1.0
WAS,ᚹᚪᛋ,7 24 15,1.0
NOT,ᚾᚩᛏ,9 3 16,1.0
THIS,ᚦᛁᛋ,2 10 15,1.0
ARE,ᚪᚱᛖ,24 4 18,1.0
HIS,ᚻᛁᛋ,8 10 15,1.0
BUT,ᛒᚢᛏ,17 1 16,1.0
YOU,ᚣᚩᚢ,26 3 1,1.0
THEY,ᚦᛖᚣ,2 18 26,1.0
HAD,ᚻᚪᛞ,8 24 23,1.0
ALL,ᚪᛚᛚ,24 20 20,1.0
ONE,ᚩᚾᛖ,3 9 18,1.0
HAS,ᚻᚪᛋ,8 24 15,1.0
CAN,ᚳᚪᚾ,5 24 9,1.0
HER,ᚻᛖᚱ,8 18 4,1.0
MAY,ᛗᚪᚣ,19 24 26,1.0
ITS,ᛁᛏᛋ,10 16 15,1.0
WHO,ᚹᚻᚩ,7 8 3,1.0
ANY,ᚪᚾᚣ,24 9 26,1.0
SHE,ᛋᚻᛖ,15 8 18,1.0
NEW,ᚾᛖᚹ,9 18 7,1.0
THAN,ᚦᚪᚾ,2 24 9,1.0
THEM,ᚦᛖᛗ,2 18 19,1.0
TWO,ᛏᚹᚩ,16 7 3,1.0
OUT,ᚩᚢᛏ,3 1 16,1.0
HIM,ᚻᛁᛗ,8 10 19,1.0
OUR,ᚩᚢᚱ,3 1 4,1.0
SEE,ᛋᛖᛖ,15 18 18,1.0
THEN,ᚦᛖᚾ,2 18 9,1.0
NOW,ᚾᚩᚹ,9 3 7,1.0
EACH,ᛠᚳᚻ,28 5 8,1.0
BE(I)NG,ᛒᛖᛝ,17 18 21,1.0
DID,ᛞᛁᛞ,23 10 23,1.0
YEAR,ᚣᛠᚱ,26 28 4,1.0
USE,ᚢᛋᛖ,1 15 18,1.0
HOW,ᚻᚩᚹ,8 3 7,1.0
BOTH,ᛒᚩᚦ,17 3 2,1.0
PER,ᛈᛖᚱ,13 18 4,1.0
ACT,ᚪᚳᛏ,24 5 16,1.0
WAY,ᚹᚪᚣ,7 24 26,1.0
DAY,ᛞᚪᚣ,23 24 26,1.0
MAN,ᛗᚪᚾ,19 24 9,1.0
LO(I)NG,ᛚᚩᛝ,20 3 21,1.0
LAW,ᛚᚪᚹ,20 24 7,1.0
OWN,ᚩᚹᚾ,3 7 9,1.0
DOES,ᛞᛟᛋ,23 22 15,1.0
MEN,ᛗᛖᚾ,19 18 9,1.0
OLD,ᚩᛚᛞ,3 20 23,1.0
TOO,ᛏᚩᚩ,16 3 3,1.0
END,ᛖᚾᛞ,18 9 23,1.0
GET,ᚷᛖᛏ,6 18 16,1.0
SET,ᛋᛖᛏ,15 18 16,1.0
SAY,ᛋᚪᚣ,15 24 26,1.0
THUS,ᚦᚢᛋ,2 1 15,1.0
FEW,ᚠᛖᚹ,0 18 7,1.0
OFF,ᚩᚠᚠ,3 0 0,1.0
AREA,ᚪᚱᛠ,24 4 28,1.0
WAR,ᚹᚪᚱ,7 24 4,1.0
GOD,ᚷᚩᛞ,6 3 23,1.0
FAR,ᚠᚪᚱ,0 24 4,1.0
YET,ᚣᛖᛏ,26 18 16,1.0
AIR,ᚪᛁᚱ,24 10 4,1.0
HEAD,ᚻᛠᛞ,8 28 23,1.0
PUT,ᛈᚢᛏ,13 1 16,1.0
LET,ᛚᛖᛏ,20 18 16,1.0
DUE,ᛞᚢᛖ,23 1 18,1.0
US(I)NG,ᚢᛋᛝ,1 15 21,1.0
TH(I)NGS,ᚦᛝᛋ,2 21 15,1.0
WHY,ᚹᚻᚣ,7 8 26,1.0
GO(I)NG,ᚷᚩᛝ,6 3 21,1.0
AGE,ᚪᚷᛖ,24 6 18,1.0
LOW,ᛚᚩᚹ,20 3 7,1.0
TAX,ᛏᚪᛉ,16 24 14,1.0
DEATH,ᛞᛠᚦ,23 28 2,1.0
REAL,ᚱᛠᛚ,4 28 20,1.0
READ,ᚱᛠᛞ,4 28 23,1.0
NEAR,ᚾᛠᚱ,9 28 4,1.0
NON,ᚾᚩᚾ,9 3 9,1.0
PAY,ᛈᚪᚣ,13 24 26,1.0
SIX,ᛋᛁᛉ,15 10 14,1.0
NOR,ᚾᚩᚱ,9 3 4,1.0
SIR,ᛋᛁᚱ,15 10 4,1.0
EAST,ᛠᛋᛏ,28 15 16,1.0
ART,ᚪᚱᛏ,24 4 16,1.0
GOT,ᚷᚩᛏ,6 3 16,1.0
MEAN,ᛗᛠᚾ,19 28 9,1.0
FIG,ᚠᛁᚷ,0 10 6,1.0
SAW,ᛋᚪᚹ,15 24 7,1.0
SON,ᛋᚩᚾ,15 3 9,1.0
YES,ᚣᛖᛋ,26 18 15,1.0
RED,ᚱᛖᛞ,4 18 23,1.0
TEN,ᛏᛖᚾ,16 18 9,1.0
IDEA,ᛁᛞᛠ,10 23 28,1.0
TOP,ᛏᚩᛈ,16 3 13,1.0
DO(I)NG,ᛞᚩᛝ,23 3 21,1.0
RUN,ᚱᚢᚾ,4 1 9,1.0
CUT,ᚳᚢᛏ,5 1 16,1.0
LEAD,ᛚᛠᛞ,20 28 23,1.0
EARTH,ᛠᚱᚦ,28 4 2,1.0
BR(I)NG,ᛒᚱᛝ,17 4 21,1.0
JOB,ᛂᚩᛒ,11 3 17,1.0
ASC,ᚪᛋᚳ,24 15 5,1.0
HEAT,ᚻᛠᛏ,8 28 16,1.0
BOX,ᛒᚩᛉ,17 3 14,1.0
BIG,ᛒᛁᚷ,17 10 6,1.0
CAR,ᚳᚪᚱ,5 24 4,1.0
AGO,ᚪᚷᚩ,24 6 3,1.0
DEAL,ᛞᛠᛚ,23 28 20,1.0
AID,ᚪᛁᛞ,24 10 23,1.0
MET,ᛗᛖᛏ,19 18 16,1.0
NET,ᚾᛖᛏ,9 18 16,1.0
LED,ᛚᛖᛞ,20 18 23,1.0
SEC,ᛋᛖᚳ,15 18 5,1.0
CEY,ᚳᛖᚣ,5 18 26,1.0
LOT,ᛚᚩᛏ,20 3 16,1.0
HEAR,ᚻᛠᚱ,8 28 4,1.0
SUM,ᛋᚢᛗ,15 1 19,1.0
DEAD,ᛞᛠᛞ,23 28 23,1.0
ADD,ᚪᛞᛞ,24 23 23,1.0
BAD,ᛒᚪᛞ,17 24 23,1.0
BED,ᛒᛖᛞ,17 18 23,1.0
TRY,ᛏᚱᚣ,16 4 26,1.0
EYE,ᛖᚣᛖ,18 26 18,1.0
EASY,ᛠᛋᚣ,28 15 26,1.0
BAR,ᛒᚪᚱ,17 24 4,1.0
SUN,ᛋᚢᚾ,15 1 9,1.0
DRY,ᛞᚱᚣ,23 4 26,1.0
FEAR,ᚠᛠᚱ,0 28 4,1.0
LAY,ᛚᚪᚣ,20 24 26,1.0
BOY,ᛒᚩᚣ,17 3 26,1.0
DIE,ᛞᛁᛖ,23 10 18,1.0
HOT,ᚻᚩᛏ,8 3 16,1.0
GOES,ᚷᛟᛋ,6 22 15,1.0
BEAR,ᛒᛠᚱ,17 28 4,1.0
SAT,ᛋᚪᛏ,15 24 16,1.0
TEAM,ᛏᛠᛗ,16 28 19,1.0
ILL,ᛁᛚᛚ,10 20 20,1.0
ARM,ᚪᚱᛗ,24 4 19,1.0
BIT,ᛒᛁᛏ,17 10 16,1.0
BAY,ᛒᚪᚣ,17 24 26,1.0
MAP,ᛗᚪᛈ,19 24 13,1.0
FIT,ᚠᛁᛏ,0 10 16,1.0
DEAR,ᛞᛠᚱ,23 28 4,1.0
ICE,ᛁᚳᛖ,10 5 18,1.0
PATH,ᛈᚪᚦ,13 24 2,1.0
BUY,ᛒᚢᚣ,17 1 26,1.0
LIE,ᛚᛁᛖ,20 10 18,1.0
THIN,ᚦᛁᚾ,2 10 9,1.0
FEE,ᚠᛖᛖ,0 18 18,1.0
RAN,ᚱᚪᚾ,4 24 9,1.0
RAY,ᚱᚪᚣ,4 24 26,1.0
SEAT,ᛋᛠᛏ,15 28 16,1.0
COM,ᚳᚩᛗ,5 3 19,1.0
MID,ᛗᛁᛞ,19 10 23,1.0
FED,ᚠᛖᛞ,0 18 23,1.0
DOG,ᛞᚩᚷ,23 3 6,1.0
WEAC,ᚹᛠᚳ,7 28 5,1.0
THEE,ᚦᛖᛖ,2 18 18,1.0
SIT,ᛋᛁᛏ,15 10 16,1.0
MEAT,ᛗᛠᛏ,19 28 16,1.0
PRO,ᛈᚱᚩ,13 4 3,1.0
SO(I)NG,ᛋᚩᛝ,15 3 21,1.0
WEB,ᚹᛖᛒ,7 18 17,1.0
FAT,ᚠᚪᛏ,0 24 16,1.0
MIN,ᛗᛁᚾ,19 10 9,1.0
RAW,ᚱᚪᚹ,4 24 7,1.0
PEAC,ᛈᛠᚳ,13 28 5,1.0
LY(I)NG,ᛚᚣᛝ,20 26 21,1.0
SIN,ᛋᛁᚾ,15 10 9,1.0
OW(I)NG,ᚩᚹᛝ,3 7 21,1.0
HIT,ᚻᛁᛏ,8 10 16,1.0
POET,ᛈᛟᛏ,13 22 16,1.0
CUP,ᚳᚢᛈ,5 1 13,1.0
ROW,ᚱᚩᚹ,4 3 7,1.0
SCY,ᛋᚳᚣ,15 5 26,1.0
GUN,ᚷᚢᚾ,6 1 9,1.0
WEAR,ᚹᛠᚱ,7 28 4,1.0
AIM,ᚪᛁᛗ,24 10 19,1.0
JOY,ᛂᚩᚣ,11 3 26,1.0
WET,ᚹᛖᛏ,7 18 16,1.0
EARL,ᛠᚱᛚ,28 4 20,1.0
LEAF,ᛚᛠᚠ,20 28 0,1.0
ERA,ᛖᚱᚪ,18 4 24,1.0
APP,ᚪᛈᛈ,24 13 13,1.0
POEM,ᛈᛟᛗ,13 22 19,1.0
REAR,ᚱᛠᚱ,4 28 4,1.0
WIN,ᚹᛁᚾ,7 10 9,1.0
BUS,ᛒᚢᛋ,17 1 15,1.0
PUB,ᛈᚢᛒ,13 1 17,1.0
FLY,ᚠᛚᚣ,0 20 26,1.0
ARC,ᚪᚱᚳ,24 4 5,1.0
WWW,ᚹᚹᚹ,7 7 7,1.0
GAP,ᚷᚪᛈ,6 24 13,1.0
LEG,ᛚᛖᚷ,20 18 6,1.0
SEAL,ᛋᛠᛚ,15 28 20,1.0
CAP,ᚳᚪᛈ,5 24 13,1.0
MEAL,ᛗᛠᛚ,19 28 20,1.0
EAT(I)NG,ᛠᛏᛝ,28 16 21,1.0
DEAN,ᛞᛠᚾ,23 28 9,1.0
C(I)NGS,ᚳᛝᛋ,5 21 15,1.0
CAT,ᚳᚪᛏ,5 24 16,1.0
BAG,ᛒᚪᚷ,17 24 6,1.0
EGG,ᛖᚷᚷ,18 6 6,1.0
EASE,ᛠᛋᛖ,28 15 18,1.0
DAM,ᛞᚪᛗ,23 24 19,1.0
EARS,ᛠᚱᛋ,28 4 15,1.0
CRY,ᚳᚱᚣ,5 4 26,1.0
BEAT,ᛒᛠᛏ,17 28 16,1.0
BATH,ᛒᚪᚦ,17 24 2,1.0
TIP,ᛏᛁᛈ,16 10 13,1.0
PAN,ᛈᚪᚾ,13 24 9,1.0
LOG,ᛚᚩᚷ,20 3 6,1.0
HAT,ᚻᚪᛏ,8 24 16,1.0
MIX,ᛗᛁᛉ,19 10 14,1.0
OAC,ᚩᚪᚳ,3 24 5,1.0
W(I)NGS,ᚹᛝᛋ,7 21 15,1.0
DEL,ᛞᛖᛚ,23 18 20,1.0
PEN,ᛈᛖᚾ,13 18 9,1.0
DY(I)NG,ᛞᚣᛝ,23 26 21,1.0
MAX,ᛗᚪᛉ,19 24 14,1.0
HU(I)NG,ᚻᚢᛝ,8 1 21,1.0
FUN,ᚠᚢᚾ,0 1 9,1.0
BID,ᛒᛁᛞ,17 10 23,1.0
SAD,ᛋᚪᛞ,15 24 23,1.0
GEAR,ᚷᛠᚱ,6 28 4,1.0
FIX,ᚠᛁᛉ,0 10 14,1.0
S(I)NG(I)NG,ᛋᛝᛝ,15 21 21,1.0
OATH,ᚩᚪᚦ,3 24 2,1.0
ODD,ᚩᛞᛞ,3 23 23,1.0
WIT,ᚹᛁᛏ,7 10 16,1.0
ETC,ᛖᛏᚳ,18 16 5,1.0
TIE,ᛏᛁᛖ,16 10 18,1.0
BOW,ᛒᚩᚹ,17 3 7,1.0
PLEA,ᛈᛚᛠ,13 20 28,1.0
BIOS,ᛒᛡᛋ,17 27 15,1.0
R(I)NGS,ᚱᛝᛋ,4 21 15,1.0
REF,ᚱᛖᚠ,4 18 0,1.0
MAD,ᛗᚪᛞ,19 24 23,1.0
OCT,ᚩᚳᛏ,3 5 16,1.0
AG(I)NG,ᚪᚷᛝ,24 6 21,1.0
LIT,ᛚᛁᛏ,20 10 16,1.0
BEG,ᛒᛖᚷ,17 18 6,1.0
SEAS,ᛋᛠᛋ,15 28 15,1.0
EARN,ᛠᚱᚾ,28 4 9,1.0
POP,ᛈᚩᛈ,13 3 13,1.0
INN,ᛁᚾᚾ,10 9 9,1.0
APT,ᚪᛈᛏ,24 13 16,1.0
MATH,ᛗᚪᚦ,19 24 2,1.0
EUE,ᛖᚢᛖ,18 1 18,1.0
LION,ᛚᛡᚾ,20 27 9,1.0
RID,ᚱᛁᛞ,4 10 23,1.0
HA(I)NG,ᚻᚪᛝ,8 24 21,1.0
SHOE,ᛋᚻᛟ,15 8 22,1.0
ATE,ᚪᛏᛖ,24 16 18,1.0
MYTH,ᛗᚣᚦ,19 26 2,1.0
PET,ᛈᛖᛏ,13 18 16,1.0
DOC,ᛞᚩᚳ,23 3 5,1.0
DEAF,ᛞᛠᚠ,23 28 0,1.0
SW(I)NG,ᛋᚹᛝ,15 7 21,1.0
OWE,ᚩᚹᛖ,3 7 18,1.0
LEAN,ᛚᛠᚾ,20 28 9,1.0
TOR,ᛏᚩᚱ,16 3 4,1.0
EGO,ᛖᚷᚩ,18 6 3,1.0
SA(I)NG,ᛋᚪᛝ,15 24 21,1.0
TAR,ᛏᚪᚱ,16 24 4,1.0
SU(I)NG,ᛋᚢᛝ,15 1 21,1.0
DOT,ᛞᚩᛏ,23 3 16,1.0
UAR,ᚢᚪᚱ,1 24 4,1.0
NEAT,ᚾᛠᛏ,9 28 16,1.0
FOG,ᚠᚩᚷ,0 3 6,1.0
BIN,ᛒᛁᚾ,17 10 9,1.0
TAG,ᛏᚪᚷ,16 24 6,1.0
HEATH,ᚻᛠᚦ,8 28 2,1.0
RA(I)NG,ᚱᚪᛝ,4 24 21,1.0
DIOL,ᛞᛡᛚ,23 27 20,1.0
LID,ᛚᛁᛞ,20 10 23,1.0
BYE,ᛒᚣᛖ,17 26 18,1.0
PAD,ᛈᚪᛞ,13 24 23,1.0
LIB,ᛚᛁᛒ,20 10 17,1.0
TOY,ᛏᚩᚣ,16 3 26,1.0
YA(I)NG,ᚣᚪᛝ,26 24 21,1.0
ROT,ᚱᚩᛏ,4 3 16,1.0
ABC,ᚪᛒᚳ,24 17 5,1.0
HID,ᚻᛁᛞ,8 10 23,1.0
LEAP,ᛚᛠᛈ,20 28 13,1.0
LAG,ᛚᚪᚷ,20 24 6,1.0
DEG,ᛞᛖᚷ,23 18 6,1.0
HEAL,ᚻᛠᛚ,8 28 20,1.0
PHI,ᛈᚻᛁ,13 8 10,1.0
HEAP,ᚻᛠᛈ,8 28 13,1.0
DOS,ᛞᚩᛋ,23 3 15,1.0
ISO,ᛁᛋᚩ,10 15 3,1.0
AWE,ᚪᚹᛖ,24 7 18,1.0
NIL,ᚾᛁᛚ,9 10 20,1.0
SPY,ᛋᛈᚣ,15 13 26,1.0
LEAC,ᛚᛠᚳ,20 28 5,1.0
R(I)NG(I)NG,ᚱᛝᛝ,4 21 21,1.0
MOTH,ᛗᚩᚦ,19 3 2,1.0
SIP,ᛋᛁᛈ,15 10 13,1.0
URL,ᚢᚱᛚ,1 4 20,1.0
MOD,ᛗᚩᛞ,19 3 23,1.0
LAN,ᛚᚪᚾ,20 24 9,1.0
ANS,ᚪᚾᛋ,24 9 15,1.0
IUY,ᛁᚢᚣ,10 1 26,1.0
DEU,ᛞᛖᚢ,23 18 1,1.0
REM,ᚱᛖᛗ,4 18 19,1.0
ALT,ᚪᛚᛏ,24 20 16,1.0
ABS,ᚪᛒᛋ,24 17 15,1.0
BUG,ᛒᚢᚷ,17 1 6,1.0
FOES,ᚠᛟᛋ,0 22 15,1.0
UOW,ᚢᚩᚹ,1 3 7,1.0
TY(I)NG,ᛏᚣᛝ,16 26 21,1.0
REAP,ᚱᛠᛈ,4 28 13,1.0
ERR,ᛖᚱᚱ,18 4 4,1.0
TRIO,ᛏᚱᛡ,16 4 27,1.0
NUN,ᚾᚢᚾ,9 1 9,1.0
NAN,ᚾᚪᚾ,9 24 9,1.0
WED,ᚹᛖᛞ,7 18 23,1.0
ST(I)NG,ᛋᛏᛝ,15 16 21,1.0
RIP,ᚱᛁᛈ,4 10 13,1.0
CL(I)NG,ᚳᛚᛝ,5 20 21,1.0
EATS,ᛠᛏᛋ,28 16 15,1.0
ODE,ᚩᛞᛖ,3 23 18,1.0
HEW,ᚻᛖᚹ,8 18 7,1.0
FEAT,ᚠᛠᛏ,0 28 16,1.0
IRE,ᛁᚱᛖ,10 4 18,1.0
AIL,ᚪᛁᛚ,24 10 20,1.0
LIOR,ᛚᛡᚱ,20 27 4,1.0
SEN,ᛋᛖᚾ,15 18 9,1.0
YIN,ᚣᛁᚾ,26 10 9,1.0
TCP,ᛏᚳᛈ,16 5 13,1.0
EAS(I)NG,ᛠᛋᛝ,28 15 21,1.0
TAO,ᛏᚪᚩ,16 24 3,1.0
WOES,ᚹᛟᛋ,7 22 15,1.0
GIT,ᚷᛁᛏ,6 10 16,1.0
POW,ᛈᚩᚹ,13 3 7,1.0
SHA,ᛋᚻᚪ,15 8 24,1.0
THOR,ᚦᚩᚱ,2 3 4,1.0
IDS,ᛁᛞᛋ,10 23 15,1.0
YEW,ᚣᛖᚹ,26 18 7,1.0
IFF,ᛁᚠᚠ,10 0 0,1.0
RSA,ᚱᛋᚪ,4 15 24,1.0
PRY,ᛈᚱᚣ,13 4 26,1.0
WRY,ᚹᚱᚣ,7 4 26,1.0
FTP,ᚠᛏᛈ,0 16 13,1.0
URI,ᚢᚱᛁ,1 4 10,1.0
HEX,ᚻᛖᛉ,8 18 14,1.0
B(I)NGE,ᛒᛝᛖ,17 21 18,1.0
GIF,ᚷᛁᚠ,6 10 0,1.0
WR(I)NG,ᚹᚱᛝ,7 4 21,1.0
DIOS,ᛞᛡᛋ,23 27 15,1.0
UIM,ᚢᛁᛗ,1 10 19,1.0
UTC,ᚢᛏᚳ,1 16 5,1.0
GAIO,ᚷᚪᛡ,6 24 27,1.0
CGI,ᚳᚷᛁ,5 6 10,1.0
UY(I)NG,ᚢᚣᛝ,1 26 21,1.0
FIB,ᚠᛁᛒ,0 10 17,1.0
EONS,ᛇᚾᛋ,12 9 15,1.0
THOTH,ᚦᚩᚦ,2 3 2,1.0
W(I)NG(I)NG,ᚹᛝᛝ,7 21 21,1.0
PGP,ᛈᚷᛈ,13 6 13,1.0
EAR(I)NG,ᛠᚱᛝ,28 4 21,1.0
EY(I)NG,ᛖᚣᛝ,18 26 21,1.0
JPG,ᛂᛈᚷ,11 13 6,1.0
P(I)NGS,ᛈᛝᛋ,13 21 15,1.0
