aggregate_rows,dictionary_kept_rows,elapsed_seconds,manifest_path,ngram_order,output_file_count,shard_index,source_file_bytes,source_file_name,source_lines_seen,source_valid_format_rows,status
6149,6173,0.7809999999999491,output/tools/benchmarks/periodic_sub_trans/no_wli/analysis/phaseB_ngram_hamming_full_raw_asset_shards_v1/20260530T120414Z__phaseB_ngram_hamming_full_raw_asset_shards_v1/order_2/shard_0001__1_10.txt/shard_manifest.json,2,2,1,1441993,1 10.txt,77410,77410,pass
170,170,0.06200000000001182,output/tools/benchmarks/periodic_sub_trans/no_wli/analysis/phaseB_ngram_hamming_full_raw_asset_shards_v1/20260530T120414Z__phaseB_ngram_hamming_full_raw_asset_shards_v1/order_2/shard_0002__1_2.txt/shard_manifest.json,2,2,2,109923,1 2.txt,9234,9234,pass
2478,2498,0.3129999999999882,output/tools/benchmarks/periodic_sub_trans/no_wli/analysis/phaseB_ngram_hamming_full_raw_asset_shards_v1/20260530T120414Z__phaseB_ngram_hamming_full_raw_asset_shards_v1/order_2/shard_0003__1_3.txt/shard_manifest.json,2,2,3,538510,1 3.txt,44169,44169,pass
9035,9091,0.9219999999999118,output/tools/benchmarks/periodic_sub_trans/no_wli/analysis/phaseB_ngram_hamming_full_raw_asset_shards_v1/20260530T120414Z__phaseB_ngram_hamming_full_raw_asset_shards_v1/order_2/shard_0004__1_4.txt/shard_manifest.json,2,2,4,1417149,1 4.txt,109374,109374,pass
9755,9790,1.1870000000000118,output/tools/benchmarks/periodic_sub_trans/no_wli/analysis/phaseB_ngram_hamming_full_raw_asset_shards_v1/20260530T120414Z__phaseB_ngram_hamming_full_raw_asset_shards_v1/order_2/shard_0005__1_5.txt/shard_manifest.json,2,2,5,2236796,1 5.txt,160820,160820,pass
12023,12059,1.4529999999999745,output/tools/benchmarks/periodic_sub_trans/no_wli/analysis/phaseB_ngram_hamming_full_raw_asset_shards_v1/20260530T120414Z__phaseB_ngram_hamming_full_raw_asset_shards_v1/order_2/shard_0006__1_6.txt/shard_manifest.json,2,2,6,2658769,1 6.txt,179169,179169,pass
12007,12017,1.4370000000000118,output/tools/benchmarks/periodic_sub_trans/no_wli/analysis/phaseB_ngram_hamming_full_raw_asset_shards_v1/20260530T120414Z__phaseB_ngram_hamming_full_raw_asset_shards_v1/order_2/shard_0007__1_7.txt/shard_manifest.json,2,2,7,2616231,1 7.txt,165813,165813,pass
10717,10739,1.2659999999999627,output/tools/benchmarks/periodic_sub_trans/no_wli/analysis/phaseB_ngram_hamming_full_raw_asset_shards_v1/20260530T120414Z__phaseB_ngram_hamming_full_raw_asset_shards_v1/order_2/shard_0008__1_8.txt/shard_manifest.json,2,2,8,2282503,1 8.txt,136350,136350,pass
8457,8480,1.0629999999999882,output/tools/benchmarks/periodic_sub_trans/no_wli/analysis/phaseB_ngram_hamming_full_raw_asset_shards_v1/20260530T120414Z__phaseB_ngram_hamming_full_raw_asset_shards_v1/order_2/shard_0009__1_9.txt/shard_manifest.json,2,2,9,1944151,1 9.txt,109963,109963,pass
0,0,0.01599999999996271,output/tools/benchmarks/periodic_sub_trans/no_wli/analysis/phaseB_ngram_hamming_full_raw_asset_shards_v1/20260530T120414Z__phaseB_ngram_hamming_full_raw_asset_shards_v1/order_2/shard_0010__1_e.txt/shard_manifest.json,2,2,10,613,1 e.txt,34,0,pass
6201,6225,0.7960000000000491,output/tools/benchmarks/periodic_sub_trans/no_wli/analysis/phaseB_ngram_hamming_full_raw_asset_shards_v1/20260530T120414Z__phaseB_ngram_hamming_full_raw_asset_shards_v1/order_2/shard_0011__10_1.txt/shard_manifest.json,2,2,11,1324895,10 1.txt,71413,71413,pass
682878,686800,82.64099999999996,output/tools/benchmarks/periodic_sub_trans/no_wli/analysis/phaseB_ngram_hamming_full_raw_asset_shards_v1/20260530T120414Z__phaseB_ngram_hamming_full_raw_asset_shards_v1/order_2/shard_0012__10_10.txt/shard_manifest.json,2,2,12,20142284,10 10.txt,733268,733268,pass
84379,84678,7.968999999999937,output/tools/benchmarks/periodic_sub_trans/no_wli/analysis/phaseB_ngram_hamming_full_raw_asset_shards_v1/20260530T120414Z__phaseB_ngram_hamming_full_raw_asset_shards_v1/order_2/shard_0013__10_2.txt/shard_manifest.json,2,2,13,5516210,10 2.txt,278522,278522,pass
452971,454645,43.57800000000009,output/tools/benchmarks/periodic_sub_trans/no_wli/analysis/phaseB_ngram_hamming_full_raw_asset_shards_v1/20260530T120414Z__phaseB_ngram_hamming_full_raw_asset_shards_v1/order_2/shard_0014__10_3.txt/shard_manifest.json,2,2,14,13337839,10 3.txt,643910,643910,pass
0,0,0.015000000000100044,output/tools/benchmarks/periodic_sub_trans/no_wli/analysis/phaseB_ngram_hamming_full_raw_asset_shards_v1/20260530T120414Z__phaseB_ngram_hamming_full_raw_asset_shards_v1/order_2/shard_0015__10_3a1.txt/shard_manifest.json,2,2,15,13303,10 3a1.txt,602,0,pass
1080457,1084397,105.79699999999991,output/tools/benchmarks/periodic_sub_trans/no_wli/analysis/phaseB_ngram_hamming_full_raw_asset_shards_v1/20260530T120414Z__phaseB_ngram_hamming_full_raw_asset_shards_v1/order_2/shard_0016__10_4.txt/shard_manifest.json,2,2,16,25017669,10 4.txt,1159445,1159445,pass
1301171,1305940,133.31200000000013,output/tools/benchmarks/periodic_sub_trans/no_wli/analysis/phaseB_ngram_hamming_full_raw_asset_shards_v1/20260530T120414Z__phaseB_ngram_hamming_full_raw_asset_shards_v1/order_2/shard_0017__10_5.txt/shard_manifest.json,2,2,17,32050870,10 5.txt,1419423,1419423,pass
1418907,1423292,146.18799999999987,output/tools/benchmarks/periodic_sub_trans/no_wli/analysis/phaseB_ngram_hamming_full_raw_asset_shards_v1/20260530T120414Z__phaseB_ngram_hamming_full_raw_asset_shards_v1/order_2/shard_0018__10_6.txt/shard_manifest.json,2,2,18,35397238,10 6.txt,1505976,1505976,pass
1379477,1383584,144.9380000000001,output/tools/benchmarks/periodic_sub_trans/no_wli/analysis/phaseB_ngram_hamming_full_raw_asset_shards_v1/20260530T120414Z__phaseB_ngram_hamming_full_raw_asset_shards_v1/order_2/shard_0019__10_7.txt/shard_manifest.json,2,2,19,35825894,10 7.txt,1462338,1462338,pass
1241675,1245793,136.43799999999987,output/tools/benchmarks/periodic_sub_trans/no_wli/analysis/phaseB_ngram_hamming_full_raw_asset_shards_v1/20260530T120414Z__phaseB_ngram_hamming_full_raw_asset_shards_v1/order_2/shard_0020__10_8.txt/shard_manifest.json,2,2,20,33258723,10 8.txt,1305780,1305780,pass
0,0,0.10900000000015098,output/tools/benchmarks/periodic_sub_trans/no_wli/analysis/phaseB_ngram_hamming_full_raw_asset_shards_v1/20260530T120414Z__phaseB_ngram_hamming_full_raw_asset_shards_v1/order_2/shard_0021__10_c.txt/shard_manifest.json,2,2,21,914390,10 c.txt,47431,0,pass
0,0,0.047000000000025466,output/tools/benchmarks/periodic_sub_trans/no_wli/analysis/phaseB_ngram_hamming_full_raw_asset_shards_v1/20260530T120414Z__phaseB_ngram_hamming_full_raw_asset_shards_v1/order_2/shard_0022__10_e.txt/shard_manifest.json,2,2,22,323723,10 e.txt,13557,0,pass
